filename,label
data/damage/Damaged/damaged_105.jpg,0
data/damage/Damaged/damaged_459.jpg,0
data/damage/Damaged/damaged_378.jpg,0
data/damage/Damaged/damaged_88.jpg,0
data/damage/Damaged/damaged_391.jpg,0
data/damage/Damaged/damaged_398.jpg,0
data/damage/Damaged/damaged_588.jpg,0
data/damage/Damaged/damaged_384.jpg,0
data/damage/Not Damaged/not_damaged_30.jpg,1
data/damage/Damaged/damaged_327.jpg,0
data/damage/Damaged/damaged_628.jpg,0
data/damage/Damaged/damaged_598.jpg,0
data/damage/Not Damaged/not_damaged_125.jpg,1
data/damage/Damaged/damaged_494.jpg,0
data/damage/Damaged/damaged_71.jpg,0
data/damage/Damaged/damaged_61.jpg,0
data/damage/Damaged/damaged_250.jpg,0
data/damage/Damaged/damaged_456.jpg,0
data/damage/Damaged/damaged_425.jpg,0
data/damage/Damaged/damaged_150.jpg,0
data/damage/Not Damaged/not_damaged_111.jpg,1
data/damage/Damaged/damaged_477.jpg,0
data/damage/Not Damaged/not_damaged_24.jpg,1
data/damage/Not Damaged/not_damaged_19.jpg,1
data/damage/Damaged/damaged_403.jpg,0
data/damage/Damaged/damaged_137.jpg,0
data/damage/Damaged/damaged_558.jpg,0
data/damage/Damaged/damaged_563.jpg,0
data/damage/Damaged/damaged_329.jpg,0
data/damage/Damaged/damaged_433.jpg,0
data/damage/Damaged/damaged_78.jpg,0
data/damage/Damaged/damaged_35.jpg,0
data/damage/Damaged/damaged_276.jpg,0
data/damage/Damaged/damaged_355.jpg,0
data/damage/Damaged/damaged_627.jpg,0
data/damage/Damaged/damaged_226.jpg,0
data/damage/Damaged/damaged_545.jpg,0
data/damage/Damaged/damaged_32.jpg,0
data/damage/Not Damaged/not_damaged_48.jpg,1
data/damage/Damaged/damaged_203.jpg,0
data/damage/Damaged/damaged_430.jpg,0
data/damage/Damaged/damaged_7.jpg,0
data/damage/Damaged/damaged_115.jpg,0
data/damage/Damaged/damaged_193.jpg,0
data/damage/Damaged/damaged_224.jpg,0
data/damage/Damaged/damaged_8.jpg,0
data/damage/Not Damaged/not_damaged_33.jpg,1
data/damage/Damaged/damaged_269.jpg,0
data/damage/Damaged/damaged_86.jpg,0
data/damage/Damaged/damaged_338.jpg,0
data/damage/Damaged/damaged_142.jpg,0
data/damage/Damaged/damaged_164.jpg,0
data/damage/Damaged/damaged_190.jpg,0
data/damage/Damaged/damaged_540.jpg,0
data/damage/Damaged/damaged_534.jpg,0
data/damage/Damaged/damaged_480.jpg,0
data/damage/Damaged/damaged_600.jpg,0
data/damage/Damaged/damaged_538.jpg,0
data/damage/Damaged/damaged_301.jpg,0
data/damage/Not Damaged/not_damaged_139.jpg,1
data/damage/Not Damaged/not_damaged_4.jpg,1
data/damage/Damaged/damaged_281.jpg,0
data/damage/Not Damaged/not_damaged_75.jpg,1
data/damage/Damaged/damaged_58.jpg,0
data/damage/Damaged/damaged_92.jpg,0
data/damage/Damaged/damaged_230.jpg,0
data/damage/Not Damaged/not_damaged_162.jpg,1
data/damage/Damaged/damaged_414.jpg,0
data/damage/Damaged/damaged_601.jpg,0
data/damage/Damaged/damaged_270.jpg,0
data/damage/Damaged/damaged_439.jpg,0
data/damage/Not Damaged/not_damaged_102.jpg,1
data/damage/Not Damaged/not_damaged_161.jpg,1
data/damage/Damaged/damaged_63.jpg,0
data/damage/Damaged/damaged_337.jpg,0
data/damage/Not Damaged/not_damaged_107.jpg,1
data/damage/Damaged/damaged_510.jpg,0
data/damage/Damaged/damaged_577.jpg,0
data/damage/Damaged/damaged_254.jpg,0
data/damage/Damaged/damaged_39.jpg,0
data/damage/Not Damaged/not_damaged_67.jpg,1
data/damage/Damaged/damaged_619.jpg,0
data/damage/Damaged/damaged_5.jpg,0
data/damage/Damaged/damaged_597.jpg,0
data/damage/Damaged/damaged_336.jpg,0
data/damage/Not Damaged/not_damaged_52.jpg,1
data/damage/Damaged/damaged_299.jpg,0
data/damage/Damaged/damaged_17.jpg,0
data/damage/Damaged/damaged_106.jpg,0
data/damage/Damaged/damaged_488.jpg,0
data/damage/Not Damaged/not_damaged_124.jpg,1
data/damage/Damaged/damaged_2.jpg,0
data/damage/Damaged/damaged_423.jpg,0
data/damage/Damaged/damaged_70.jpg,0
data/damage/Damaged/damaged_504.jpg,0
data/damage/Damaged/damaged_323.jpg,0
data/damage/Damaged/damaged_470.jpg,0
data/damage/Damaged/damaged_373.jpg,0
data/damage/Damaged/damaged_401.jpg,0
data/damage/Damaged/damaged_127.jpg,0
data/damage/Damaged/damaged_536.jpg,0
data/damage/Damaged/damaged_179.jpg,0
data/damage/Not Damaged/not_damaged_71.jpg,1
data/damage/Damaged/damaged_89.jpg,0
data/damage/Damaged/damaged_162.jpg,0
data/damage/Damaged/damaged_396.jpg,0
data/damage/Damaged/damaged_621.jpg,0
data/damage/Damaged/damaged_492.jpg,0
data/damage/Damaged/damaged_36.jpg,0
data/damage/Damaged/damaged_388.jpg,0
data/damage/Not Damaged/not_damaged_131.jpg,1
data/damage/Not Damaged/not_damaged_120.jpg,1
data/damage/Damaged/damaged_42.jpg,0
data/damage/Not Damaged/not_damaged_23.jpg,1
data/damage/Not Damaged/not_damaged_53.jpg,1
data/damage/Damaged/damaged_556.jpg,0
data/damage/Damaged/damaged_55.jpg,0
data/damage/Damaged/damaged_543.jpg,0
data/damage/Damaged/damaged_387.jpg,0
data/damage/Damaged/damaged_136.jpg,0
data/damage/Damaged/damaged_37.jpg,0
data/damage/Damaged/damaged_475.jpg,0
data/damage/Damaged/damaged_503.jpg,0
data/damage/Damaged/damaged_12.jpg,0
data/damage/Damaged/damaged_332.jpg,0
data/damage/Damaged/damaged_555.jpg,0
data/damage/Damaged/damaged_297.jpg,0
data/damage/Not Damaged/not_damaged_40.jpg,1
data/damage/Damaged/damaged_304.jpg,0
data/damage/Damaged/damaged_417.jpg,0
data/damage/Damaged/damaged_376.jpg,0
data/damage/Damaged/damaged_390.jpg,0
data/damage/Damaged/damaged_626.jpg,0
data/damage/Damaged/damaged_529.jpg,0
data/damage/Damaged/damaged_177.jpg,0
data/damage/Damaged/damaged_610.jpg,0
data/damage/Damaged/damaged_374.jpg,0
data/damage/Damaged/damaged_169.jpg,0
data/damage/Not Damaged/not_damaged_99.jpg,1
data/damage/Damaged/damaged_415.jpg,0
data/damage/Damaged/damaged_444.jpg,0
data/damage/Damaged/damaged_482.jpg,0
data/damage/Damaged/damaged_586.jpg,0
data/damage/Damaged/damaged_392.jpg,0
data/damage/Damaged/damaged_570.jpg,0
data/damage/Not Damaged/not_damaged_115.jpg,1
data/damage/Not Damaged/not_damaged_119.jpg,1
data/damage/Not Damaged/not_damaged_97.jpg,1
data/damage/Not Damaged/not_damaged_7.jpg,1
data/damage/Not Damaged/not_damaged_13.jpg,1
data/damage/Damaged/damaged_68.jpg,0
data/damage/Damaged/damaged_232.jpg,0
data/damage/Damaged/damaged_31.jpg,0
data/damage/Damaged/damaged_84.jpg,0
data/damage/Damaged/damaged_618.jpg,0
data/damage/Not Damaged/not_damaged_98.jpg,1
data/damage/Not Damaged/not_damaged_129.jpg,1
data/damage/Damaged/damaged_95.jpg,0
data/damage/Damaged/damaged_119.jpg,0
data/damage/Damaged/damaged_625.jpg,0
data/damage/Not Damaged/not_damaged_36.jpg,1
data/damage/Damaged/damaged_406.jpg,0
data/damage/Damaged/damaged_263.jpg,0
data/damage/Not Damaged/not_damaged_151.jpg,1
data/damage/Damaged/damaged_566.jpg,0
data/damage/Not Damaged/not_damaged_60.jpg,1
data/damage/Not Damaged/not_damaged_3.jpg,1
data/damage/Damaged/damaged_441.jpg,0
data/damage/Damaged/damaged_405.jpg,0
data/damage/Damaged/damaged_612.jpg,0
data/damage/Not Damaged/not_damaged_77.jpg,1
data/damage/Damaged/damaged_352.jpg,0
data/damage/Not Damaged/not_damaged_66.jpg,1
data/damage/Damaged/damaged_449.jpg,0
data/damage/Damaged/damaged_51.jpg,0
data/damage/Damaged/damaged_371.jpg,0
data/damage/Damaged/damaged_116.jpg,0
data/damage/Damaged/damaged_587.jpg,0
data/damage/Damaged/damaged_198.jpg,0
data/damage/Damaged/damaged_379.jpg,0
data/damage/Not Damaged/not_damaged_130.jpg,1
data/damage/Damaged/damaged_489.jpg,0
data/damage/Damaged/damaged_576.jpg,0
data/damage/Damaged/damaged_186.jpg,0
data/damage/Damaged/damaged_173.jpg,0
data/damage/Damaged/damaged_585.jpg,0
data/damage/Damaged/damaged_237.jpg,0
data/damage/Not Damaged/not_damaged_93.jpg,1
data/damage/Damaged/damaged_569.jpg,0
data/damage/Damaged/damaged_350.jpg,0
data/damage/Damaged/damaged_594.jpg,0
data/damage/Damaged/damaged_101.jpg,0
